Node ID,AAL,Centrality,,,,,,,,,,,,,
1,,0.030928,2.1891,0.0027354,7,0.0097493,102.5714667,,,0.036306,1.3818,-0.0020001,2,0.0064935,154
2,,0,2.1917,0.0015563,6,0.0083565,119.6673248,,,0,1.3807,-0.0011922,2,0.0064935,154
3,,0.020816,2.197,-0.00087404,4,0.005571,179.5009873,,,0.021963,1.3665,0.0091133,4,0.012987,77
4,,0.025597,2.1969,-0.00083679,4,0.005571,179.5009873,,,0.0045473,1.3723,0.0048874,3,0.0097403,102.67
5,,0.013608,2.1849,0.0046282,9,0.012535,79.77662545,,,0.034441,1.3818,-0.0020001,2,0.0064935,154
6,,0.015562,2.1897,0.0024524,7,0.0097493,102.5714667,,,0,1.3693,0.0070387,4,0.012987,77
7,,0.025997,2.1952,-4.04E-05,5,0.0069638,143.5997588,,,0.047049,1.3617,0.012572,5,0.016234,61.6
8,,0.023966,2.1873,0.0035352,8,0.011142,89.75049363,,,0.0085489,1.364,0.010923,5,0.016234,61.6
9,,0.022909,2.1922,0.0012851,6,0.0083565,119.6673248,,,0.030153,1.38,-0.00072629,3,0.0097403,102.67
10,,0.024097,2.1879,0.0032602,8,0.011142,89.75049363,<-Young,Elder->,0.030153,1.3752,0.0027571,3,0.0097403,102.67
11,,0.024278,2.1754,0.008951,11,0.01532,65.27415144,,,0,1.3763,0.0019439,3,0.0097403,102.67
12,,0.025228,2.1745,0.0093868,11,0.01532,65.27415144,,,0.030153,1.3744,0.0033618,3,0.0097403,102.67
13,,0.018721,2.1744,0.0094185,12,0.016713,59.83366242,,,0,1.3763,0.0019439,3,0.0097403,102.67
14,,0.021168,2.1558,0.017903,16,0.022284,44.87524681,,,0,1.3661,0.0093773,5,0.016234,61.6
15,,0.0218,2.1768,0.0083326,11,0.01532,65.27415144,,,0.0045473,1.3783,0.00052596,3,0.0097403,102.67
16,,0.028246,2.174,0.0095787,11,0.01532,65.27415144,,,0,1.3661,0.0093773,5,0.016234,61.6
17,,0.046665,2.1789,0.0073789,11,0.01532,65.27415144,,,0.0085489,1.3559,0.016737,6,0.019481,51.333
18,,0.03659,2.1776,0.0079748,11,0.01532,65.27415144,,,0,1.3835,-0.0032441,2,0.0064935,154
19,,0.01322,2.1776,0.0079533,10,0.013928,71.79781735,,,0.023002,1.3835,-0.0032441,2,0.0064935,154
20,,0.031197,2.1643,0.014007,14,0.019499,51.28468127,,,0,1.3835,-0.0032441,2,0.0064935,154
21,,0.019871,2.1901,0.0022516,7,0.0097493,102.5714667,,,0.022294,1.374,0.0036397,3,0.0097403,102.67
22,,0.017831,2.1922,0.0013091,6,0.0083565,119.6673248,,,0.047796,1.3711,0.0057781,4,0.012987,77
23,,0.032288,2.1883,0.0030713,10,0.013928,71.79781735,,,0.022294,1.3665,0.0091133,4,0.012987,77
24,,0.021846,2.198,-0.0013268,4,0.005571,179.5009873,,,0.047796,1.3277,0.037244,9,0.029221,34.222
25,,0.020986,2.1925,0.0011683,5,0.0069638,143.5997588,,,0.028491,1.3626,0.01192,5,0.016234,61.6
26,,0.027496,2.1819,0.0060007,10,0.013928,71.79781735,,,0.02284,1.3674,0.008466,4,0.012987,77
27,,0.026778,2.1811,0.0063713,11,0.01532,65.27415144,,,0.26569,1.3685,0.0076474,4,0.012987,77
28,,0.026292,2.1834,0.0053337,10,0.013928,71.79781735,,,0,1.3482,0.022376,7,0.022727,44
29,,0.025205,2.1761,0.0086565,11,0.01532,65.27415144,,,0.32865,1.3792,-0.00011276,2,0.0064935,154
30,,0.027819,2.1667,0.012935,13,0.018106,55.23031039,,,0.02717,1.3835,-0.0032441,2,0.0064935,154
31,,0.020019,2.1621,0.015026,15,0.020891,47.86750275,,,0.16744,1.3752,0.0027571,3,0.0097403,102.67
32,,0.02123,2.1663,0.013093,13,0.018106,55.23031039,,,0.10316,1.3684,0.0076859,4,0.012987,77
33,,0.023294,2.1816,0.0061521,9,0.012535,79.77662545,,,0.069363,1.3835,-0.0032573,1,0.0032468,308
34,,0.020771,2.1761,0.0086602,11,0.01532,65.27415144,,,0.049465,1.3763,0.0019439,3,0.0097403,102.67
35,,0.025912,2.2004,-0.0024292,2,0.0027855,359.0019745,,,0.2127,1.3835,-0.0032441,2,0.0064935,154
36,,0.022241,2.2004,-0.0024292,2,0.0027855,359.0019745,,,0.028538,1.3835,-0.0032441,2,0.0064935,154
37,,0.024325,2.1995,-0.0020244,4,0.005571,179.5009873,,,0.027552,1.3835,-0.0032441,2,0.0064935,154
38,,0.022807,2.1988,-0.0017095,3,0.0041783,239.3317857,,,0.03486,1.38,-0.00072629,3,0.0097403,102.67
39,,0.027513,2.1992,-0.0018709,3,0.0041783,239.3317857,,,0.035373,1.3835,-0.0032573,1,0.0032468,308
40,,0.027887,2.1995,-0.0020163,5,0.0069638,143.5997588,,,0.038179,1.3818,-0.0020001,2,0.0064935,154
41,,0.036026,2.1975,-0.0011008,4,0.005571,179.5009873,,,0.026869,1.3835,-0.0032441,2,0.0064935,154
42,,0.030647,2.1971,-0.00092853,5,0.0069638,143.5997588,,,0.032281,1.3783,0.00052596,3,0.0097403,102.67
43,,0.029719,2.1648,0.013787,13,0.018106,55.23031039,,,0.034758,1.3542,0.018022,5,0.016234,61.6
44,,0.028328,2.1766,0.0084029,10,0.013928,71.79781735,,,0.052798,1.3133,0.047635,9,0.029221,34.222
45,,0.034763,2.1659,0.013285,13,0.018106,55.23031039,,,0.032281,1.3342,0.032523,7,0.022727,44
46,,0.02886,2.1524,0.019453,17,0.023677,42.23508046,,,0.032281,1.3342,0.032523,7,0.022727,44
47,,0.025579,2.163,0.014607,14,0.019499,51.28468127,,,0.038724,1.3316,0.034386,8,0.025974,38.5
48,,0.028192,2.1594,0.016256,15,0.020891,47.86750275,,,0.031994,1.3572,0.015863,5,0.016234,61.6
49,,0.028974,2.1522,0.019519,16,0.022284,44.87524681,,,0.0096402,1.3342,0.032523,7,0.022727,44
50,,0.022106,2.1576,0.017066,15,0.020891,47.86750275,,,0.0021827,1.3547,0.017613,5,0.016234,61.6
51,,0.017406,2.1725,0.010263,12,0.016713,59.83366242,,,0.0045473,1.3133,0.047635,9,0.029221,34.222
52,,0.013391,2.1724,0.010329,12,0.016713,59.83366242,,,0,1.327,0.03775,8,0.025974,38.5
53,,0.015596,2.1883,0.003065,7,0.0097493,102.5714667,,,0.0085489,1.3603,0.013602,5,0.016234,61.6
54,,0.016046,2.1897,0.0024412,7,0.0097493,102.5714667,,,0.0021827,1.3727,0.0045875,3,0.0097403,102.67
55,,0.00067878,2.1915,0.0016421,6,0.0083565,119.6673248,,,0.0021827,1.3727,0.0045875,3,0.0097403,102.67
56,,0.00067878,2.1872,0.0035657,8,0.011142,89.75049363,,,0.0021827,1.366,0.0094201,4,0.012987,77
57,,0.027864,2.1951,8.70E-06,5,0.0069638,143.5997588,,,0.27098,1.3789,8.69E-05,3,0.0097403,102.67
58,,0.027004,2.1941,0.00042614,6,0.0083565,119.6673248,,,0,1.3752,0.0028104,4,0.012987,77
59,,0.031677,2.196,-0.0004447,5,0.0069638,143.5997588,,,0.079465,1.3713,0.0056067,4,0.012987,77
60,,0.041847,2.1966,-0.0006749,4,0.005571,179.5009873,,,0.031731,1.365,0.010201,5,0.016234,61.6
61,,0.029538,2.1859,0.0041698,8,0.011142,89.75049363,,,0.0021827,1.3807,-0.0011922,2,0.0064935,154
62,,0.02817,2.1871,0.0036398,8,0.011142,89.75049363,,,0.027971,1.3667,0.0089324,5,0.016234,61.6
63,,0.023644,2.1828,0.0055877,9,0.012535,79.77662545,,,0.060958,1.3835,-0.0032573,1,0.0032468,308
64,,0.026702,2.1815,0.006196,9,0.012535,79.77662545,,,0.028497,1.3763,0.0019439,3,0.0097403,102.67
65,,0.026427,2.1885,0.002981,8,0.011142,89.75049363,,,0.042667,1.3807,-0.0011922,2,0.0064935,154
66,,0.021042,2.1946,0.00022374,5,0.0069638,143.5997588,,,0.03402,1.3798,-0.00059149,2,0.0064935,154
67,,0.019397,2.1957,-0.00026824,5,0.0069638,143.5997588,,,0.28919,1.3781,0.00069162,3,0.0097403,102.67
68,,0.035723,2.1868,0.0037652,8,0.011142,89.75049363,,,0.035567,1.3818,-0.0020001,2,0.0064935,154
69,,0.019244,2.199,-0.0018066,4,0.005571,179.5009873,,,0.050553,1.3781,0.00069162,3,0.0097403,102.67
70,,0.021545,2.198,-0.0013166,4,0.005571,179.5009873,,,0.027042,1.3818,-0.0020001,2,0.0064935,154
71,,0.034182,2.1975,-0.0010847,6,0.0083565,119.6673248,,,0.0021827,1.3835,-0.0032573,1,0.0032468,308
72,,0.027966,2.1986,-0.0015901,2,0.0027855,359.0019745,,,0.0021827,1.3807,-0.0011922,2,0.0064935,154
73,,0.027711,2.1787,0.0074694,11,0.01532,65.27415144,,,0.0021827,1.3835,-0.0032573,1,0.0032468,308
74,,0.0259,2.1677,0.012478,14,0.019499,51.28468127,,,0.13168,1.38,-0.00072629,3,0.0097403,102.67
75,,0.02645,2.1951,-2.33E-06,5,0.0069638,143.5997588,,,0.088833,1.3835,-0.0032573,1,0.0032468,308
76,,0.030132,2.1935,0.00070554,5,0.0069638,143.5997588,,,0.0096402,1.3818,-0.0020001,2,0.0064935,154
77,,0.029821,2.198,-0.0013538,4,0.005571,179.5009873,,,0.089476,1.3835,-0.0032573,1,0.0032468,308
78,,0.030335,2.1981,-0.0013769,5,0.0069638,143.5997588,,,0.027474,1.3835,-0.0032573,1,0.0032468,308
79,,0.025997,2.1824,0.0057621,10,0.013928,71.79781735,,,0.056118,1.3688,0.0074539,4,0.012987,77
80,,0.026416,2.1831,0.0054568,9,0.012535,79.77662545,,,0.027474,1.3835,-0.0032573,1,0.0032468,308
81,,0.02464,2.1828,0.0055768,9,0.012535,79.77662545,,,0.041742,1.3688,0.0074539,4,0.012987,77
82,,0.021291,2.1859,0.004168,8,0.011142,89.75049363,,,0.0085489,1.3688,0.0074539,4,0.012987,77
83,,0.025907,2.195,2.39E-05,4,0.005571,179.5009873,,,0.29741,1.38,-0.00072629,3,0.0097403,102.67
84,,0.021959,2.1877,0.0033784,7,0.0097493,102.5714667,,,0.048689,1.3781,0.00069162,3,0.0097403,102.67
85,,0.021054,2.1985,-0.0015808,3,0.0041783,239.3317857,,,0.043812,1.3835,-0.0032573,1,0.0032468,308
86,,0.02529,2.1992,-0.0018793,2,0.0027855,359.0019745,,,0.0045473,1.3763,0.0019439,3,0.0097403,102.67
87,,0.020404,2.1963,-0.00056788,6,0.0083565,119.6673248,,,0.036353,1.3818,-0.0020001,2,0.0064935,154
88,,0.01899,2.1944,0.00030044,5,0.0069638,143.5997588,,,0.035567,1.3818,-0.0020001,2,0.0064935,154
89,,0.023192,2.1981,-0.0013947,1,0.0013928,717.9781735,,,0.02284,1.3835,-0.0032573,1,0.0032468,308
90,,0.023022,2.1987,-0.0016333,4,0.005571,179.5009873,,,0.023022,1.3763,0.0019439,3,0.0097403,102.67
,,central_list_y,hr_y=Entropy rate,disthr_y=Distance (hrunper-hri/hrunper),degree_y,stat_dis,recurrence_time:how long a randowm walker must wait to revisit he node,,,central_list_e,hr_e,disthr_e=Distance (hrunper-hri/hrunper),degree_e,stat_dis_elder,rec_time_elder
,,"hr_unperyoung =
    2.1951",,,,,,,,glob_n_effic =,hr_unperelder =,,degree k_i,,
,,glob_n_effic 0.3678,,,,,,,,,,,http://strategic.mit.edu/downloads.php?page=matlab_networks,,
,,,,,,,,,,0.1144,1.379,,,,
