0.046602,2.5324,-0.70103,0.65035,-1.9365,-1.2246,0.36492,0.80135,-2.354,-1.3568,-0.56126,0.8322,-1.1123,0.34537,-0.58813,0.01079,0.29225,2.172,-0.016482,1.2565,-2.4377,-1.3495,0.66808,0.20962,-1.4055,-1.5574,-3.0079,-1.8864,0.36911,1.2939,-0.61835,0.34299,0.93188,0.78894,0.070425,-0.5723,0.0072469,0.91549,-0.83051,-0.3912,-0.68889,2.3187,1.5934,1.1526,-0.34997,-0.30887,0.64235,0.2472,0.072397,0.91193,0.37141,1.7367,-0.30633,1.2947,-0.85027,-0.10195,0.73551,4.4974,-1.4618,1.7168,-0.45288,0.24247,0.95359,2.2369,-1.8158,-0.3614,-1.0332,-0.24661,-1.205,-0.31713,-1.3759,-0.93696,-0.5254,0.68681,-1.4107,1.54,2.2201,3.0335,0.88251,4.4356,1.6089,2.5085,-0.12601,0.41663,0.24913,0.69238,-3.0183,-2.6938,-0.75529,0.19853
0.16958,3.0046,-0.47302,1.2369,-2.7414,-1.602,0.2895,1.4011,-1.9211,-0.16445,-1.0474,0.92573,-1.1078,0.75382,-0.38364,0.60767,0.79035,2.8812,1.9252,3.524,-3.0005,-2.3115,0.76803,0.81701,-2.8204,-1.8152,-4.297,-3.2448,1.175,2.6815,-1.869,0.63822,2.1657,1.6531,0.17594,-1.1539,-1.101,0.026782,-2.3234,-1.0286,-3.2816,1.2398,1.6704,2.2651,-0.23903,-0.52787,0.52612,-0.30653,-0.79339,0.55327,-0.027679,1.2722,-1.0422,1.2061,-1.2519,-0.78967,0.99877,2.9745,-3.5138,-1.2329,-0.98272,0.45399,-0.57292,1.4882,-0.3539,0.73259,-2.3164,-1.1533,-1.316,0.80572,-1.9776,-0.90416,-0.45845,1.0644,-0.16793,0.96128,1.3482,1.8414,1.8625,5.8556,1.0352,2.1053,-1.0665,-0.10897,-0.86284,0.062562,-4.4248,-2.7552,-1.4432,-0.82731
1.9156,3.3513,-0.1182,1.0825,-2.1226,-1.2137,-0.048289,1.5372,-0.58364,0.86323,0.45415,1.8663,0.0059071,1.3638,0.13439,0.44929,2.009,3.4156,3.6257,4.8248,-2.6874,-2.2786,-0.054907,0.38746,-2.9703,-1.7211,-2.9385,-2.4585,1.9163,3.1785,-1.4605,0.31804,2.4978,1.2159,-1.967,-2.7986,-2.9248,-1.1088,-3.5329,-1.2758,-5.3685,-2.1401,-0.64261,1.7687,-1.6002,-1.7353,-1.0886,-1.3012,-2.55,-0.85965,-1.1459,-0.358,-1.7763,-1.4123,-1.1894,-1.2919,2.5163,2.5019,-3.5406,-2.4367,1.0589,2.4804,0.30677,1.5804,1.6864,1.4967,-3.6503,-3.113,0.26541,0.73438,-2.0794,-0.99672,0.12525,0.428,1.5859,-0.38342,-0.074018,0.011672,2.8425,4.8561,1.4881,2.0969,-0.21338,-0.025862,-0.061428,0.28419,-2.985,-1.1573,-0.53327,-0.91958
4.4168,3.3739,0.45318,0.77616,-1.3672,-1.3203,0.10593,0.95699,-0.86894,-0.22476,2.8536,3.0398,1.7359,1.9216,0.37487,-0.44949,2.7459,3.3077,3.3468,3.4067,-2.4921,-1.7816,-0.45338,-0.20491,-1.0251,-1.0074,-1.2789,-1.441,2.0821,2.4944,-0.01983,-0.29851,1.8228,0.31354,-3.4867,-3.681,-3.4946,-1.3673,-3.3962,-1.0736,-4.3488,-2.5028,-0.23577,2.1316,-2.1429,-1.8187,-0.72347,-0.49782,-2.5725,-1.1529,-1.1204,-0.21184,-0.80906,-2.7589,-0.56914,-0.72316,3.8729,3.3122,-1.316,0.40402,3.3773,4.215,2.5672,2.6111,2.0818,1.5325,-3.4708,-4.0717,1.4378,-1.3846,-1.7418,-1.9073,1.0782,-0.32748,2.1096,-0.70333,-1.882,-1.8826,2.7795,2.3312,1.9187,2.4144,-0.24847,-0.63474,1.8815,1.2006,-1.264,-0.33179,0.97656,0.075902
3.1423,0.54931,0.096141,-0.69763,-1.5273,-2.3172,-0.3271,-1.2802,-2.4833,-2.5082,2.4856,1.2154,1.6459,0.70947,-0.40706,-1.7372,1.6015,1.5511,-0.68132,-1.2736,-2.4684,-1.399,-0.93647,-1.2835,0.41263,-0.8059,-0.78712,-1.606,0.89317,0.44225,0.031396,-1.2561,0.29896,-0.84167,-1.325,-1.4956,-1.7565,-0.30864,-1.8344,-0.3737,-1.6566,0.23093,3.3973,3.7748,0.2187,0.87973,1.7867,1.431,0.35928,0.25729,1.7099,1.8251,2.6775,0.28135,0.52165,1.2851,2.2968,1.7818,0.91491,1.9424,3.293,2.2002,3.4288,2.7817,1.8345,0.22968,-0.59289,-1.4954,-0.14666,-2.9748,-0.61885,-2.0449,0.8237,-0.92048,0.4013,-0.50547,-2.194,-2.238,1.7638,0.33043,1.5227,1.9392,-1.9831,-2.5891,3.2289,2.3949,-1.7661,-1.0363,1.5641,1.2431
-0.16772,-1.4028,-0.61341,-2.0619,-1.6695,-3.1071,-1.0508,-2.8571,-3.355,-4.3323,0.5066,-0.7354,-0.26668,-0.54441,-0.90047,-1.8309,0.57879,0.58073,-2.779,-2.6197,-1.4516,-1.5087,-0.69574,-0.92458,-0.21227,-1.1497,-1.3804,-2.5385,0.77472,0.1783,0.17327,-0.62513,-0.016964,-0.9306,-0.088479,1.1787,0.49955,0.41974,-0.32398,-0.038322,0.14127,1.9291,3.9322,2.613,2.3227,2.5778,1.4004,1.0935,2.1994,1.2958,2.0301,1.5541,3.241,2.2104,-0.34328,0.85816,0.70329,0.98499,2.2831,2.1377,2.1614,-0.97248,2.7103,2.5522,0.05369,-1.4943,2.3875,2.2206,0.90169,-0.091724,0.61155,-1.3714,0.80802,-0.073327,-0.40619,0.063842,-1.1369,-0.83794,0.51193,1.3951,0.89547,1.0893,-3.3231,-3.9077,2.4058,2.2229,-2.6025,-2.0384,0.55166,1.1539
-3.5531,-3.4289,-1.4541,-2.218,-0.51726,-1.3856,-1.0152,-2.2086,-0.83821,-2.1644,-0.73556,-1.4873,-0.23665,-1.0496,0.38694,0.16922,0.051254,0.11613,-3.8258,-2.9513,0.32336,-0.64579,0.26167,0.089298,0.55856,0.14715,-0.52626,-1.241,1.6738,1.0251,1.3448,1.0627,-0.30726,0.219,2.363,3.48,2.3639,0.88858,1.7256,0.67734,0.79156,1.8988,-0.9623,-3.8123,1.0587,-0.14733,-2.7773,-2.7284,1.304,0.47598,0.53326,-0.11478,1.0009,0.89973,-0.9527,-0.42862,-1.1839,-1.225,2.9575,2.3407,1.6123,-0.7434,0.3006,1.2308,1.3561,0.066754,2.4898,2.4985,-0.95536,-0.98063,2.178,1.3228,0.79151,1.4176,-0.22149,1.2322,1.7753,1.259,0.2326,1.8042,0.1524,-0.046612,0.41769,-1.2026,-0.45053,-0.7132,-0.16284,-0.38358,-0.43255,-0.16498
-4.189,-3.3946,-1.1796,-1.3157,1.1766,1.0248,0.54616,0.070594,2.9326,0.82872,-0.97601,-0.70446,0.45248,-1.0333,1.2708,1.4742,-0.34089,-0.25655,-2.3955,-1.3783,2.2788,0.98113,1.1013,1.2076,0.42369,0.75063,0.83161,0.81168,1.5057,0.61845,2.0636,2.4815,-0.84167,0.75286,2.5857,4.2882,2.5277,0.75533,2.2654,0.65552,1.1666,-1.3598,-6.6103,-9.5577,-3.6681,-5.2726,-6.3972,-5.2818,-1.6741,-1.8884,-1.8735,-2.8436,-2.0264,-1.0158,-1.6861,-1.8316,-1.8524,-2.4437,1.4792,1.001,0.62754,0.155,-1.2324,-0.99571,1.4798,0.47628,1.0113,0.58337,-1.4152,-1.5131,2.9938,2.9777,1.4578,1.5658,1.7942,1.7957,4.4365,3.444,-0.27992,0.056215,-0.19236,-1.1411,2.338,1.5713,-2.5202,-2.8669,1.2333,1.1513,-0.75013,-1.0565
-1.0567,-0.44359,0.62671,0.91935,1.384,1.6678,2.6016,2.6537,3.4751,2.0699,0.20024,1.2877,1.6433,-0.27261,1.0247,1.4727,-0.079929,0.19101,1.1074,1.8428,1.5597,1.0315,1.9716,2.0193,1.1482,0.91613,0.58107,0.99338,1.1383,0.66896,2.2838,2.7576,-0.19303,1.4136,0.98568,1.2598,1.1109,0.47319,0.81254,0.1341,1.6314,-1.7682,-7.5993,-9.4358,-7.5487,-8.0422,-6.3947,-5.1545,-3.9128,-3.0706,-2.9049,-2.8908,-3.2409,-1.8702,-1.6815,-1.8699,-0.61198,-0.54307,-1.0648,-0.020167,0.079863,1.7753,-0.4961,-1.0988,0.99832,0.62118,-0.87467,-2.044,-0.6618,-1.2415,1.6375,1.2139,1.816,1.0375,2.5827,2.0859,3.8781,3.4666,-0.29376,-0.74224,0.28081,-0.77076,1.2423,2.283,-2.3382,-2.5468,0.24196,0.60677,-0.64465,-1.2312
2.0378,2.063,2.2278,2.5029,0.23627,0.58724,3.0699,3.4292,1.0547,1.592,1.3289,2.2231,1.959,0.45183,0.25558,0.77168,0.51432,0.76013,3.5437,4.0927,-0.65322,-0.27905,2.0154,2.029,1.5227,0.3075,-0.84272,-0.65467,0.76301,0.99898,1.6541,1.6816,1.0007,1.679,-1.6307,-3.3648,-0.09599,0.14822,-0.76272,-0.33476,2.252,0.91383,-4.1389,-3.4717,-5.8384,-5.1601,-3.2819,-2.6671,-3.3512,-2.3007,-2.178,-1.2523,-2.4838,-1.5074,-0.93523,-0.78188,0.64958,1.5218,-3.1958,-2.2996,-0.28524,1.9737,1.2486,0.60492,0.74212,0.36519,-1.5906,-2.9131,0.40656,0.54375,-0.64076,-1.6999,1.1453,0.3082,1.511,1.673,0.85172,1.1441,0.246,0.68239,1.156,0.50751,0.023183,1.4974,-0.51424,0.21554,-1.0619,-0.73084,-0.54244,-0.67188
2.4726,2.4028,1.9068,2.1411,-0.46551,-1.0162,2.2616,2.604,-1.7343,-0.41983,2.6142,2.6833,2.3245,1.684,0.48986,0.55092,1.4239,1.3772,3.7385,4.0194,-1.8951,-1.6029,1.3666,1.7518,1.0686,-0.47554,-1.392,-2.0256,0.96535,1.3467,1.1331,0.95072,1.8834,1.7006,-3.2002,-5.4127,0.32921,-0.27304,-0.94115,-0.61719,4.083,2.9262,-0.49312,1.2662,-2.093,-2.0238,-0.24285,-0.22385,-1.9265,-1.6067,-1.1899,-0.52037,-1.0364,-0.73799,0.63183,-0.16727,0.84587,1.3708,-2.85,-3.396,1.2797,2.3436,2.872,2.3895,1.4821,1.3428,-2.3851,-3.023,0.78543,0.88571,-1.9697,-2.9902,1.2012,0.3332,1.6112,1.3823,-1.6426,-1.7097,0.66834,2.481,1.3999,1.3894,0.24857,0.53815,0.4107,1.9115,-0.17912,-1.3515,-0.15764,0.2252
0.41196,0.53417,0.052453,0.25929,0.19747,-0.84344,0.5824,1.3293,-1.4704,-0.81836,2.5141,1.9123,2.3179,1.9235,1.1221,0.58905,1.9233,1.5453,0.97565,0.57668,-1.1879,-0.8532,-0.42915,-0.21631,0.19205,-0.84782,0.012178,-1.0292,1.2777,1.2722,0.64555,0.3305,1.5907,0.8733,-2.2818,-3.5946,0.34167,-0.59164,-0.92722,-0.58811,3.631,1.1721,0.30841,1.8147,-0.69068,-1.1226,0.49205,0.63404,-1.3019,-2.1628,-0.24783,-1.2242,0.56728,-0.84647,1.7964,0.46365,0.26113,0.21357,-0.27211,-2.5044,4.1822,3.8845,3.9467,3.3337,2.7302,1.8934,-3.1364,-2.8965,-1.5371,-2.2284,-1.1335,-0.94098,1.0677,0.50194,2.1341,0.69297,-0.45296,-1.1354,1.4182,3.3895,2.092,1.8032,1.9003,0.43732,0.23401,1.3815,1.5089,-0.2,0.27018,0.81081
0.4613,0.5526,-0.71955,-0.6827,0.38866,-0.23227,-0.46839,0.72367,-0.74476,-1.0955,1.8461,1.5137,1.4407,1.3132,1.0435,0.21837,1.4929,1.0838,-0.93405,-2.1487,-0.10675,0.19374,-1.1648,-1.6642,-0.073321,-0.9336,0.14441,-0.10758,0.77917,0.51346,0.16974,-0.51986,0.33489,-0.15867,-1.3551,-0.9749,-0.36103,-0.97924,-1.2933,-0.41889,1.537,-1.2521,2.3086,2.796,0.98258,0.94601,2.7407,3.4481,0.58117,-0.54935,0.21559,-0.95128,1.1485,-1.0875,1.4954,0.93297,1.1223,1.7737,3.2827,2.6225,4.9692,4.9519,3.5059,2.918,1.4858,1.2123,-2.7506,-2.1965,-3.3463,-5.803,-0.63653,0.35778,0.73253,0.11205,1.826,-0.22279,1.0483,0.4693,1.037,1.6077,1.8155,1.5297,0.66913,-0.22929,-0.07409,-0.40507,1.2812,0.37348,0.18696,0.5575
