Msub1,AAL01TC,AAL02TC,AAL03TC,AAL04TC,AAL05TC,AAL06TC,AAL07TC,AAL08TC,AAL09TC,AAL10TC,AAL11TC,AAL12TC,AAL13TC,AAL14TC,AAL15TC,AAL16TC,AAL17TC,AAL18TC,AAL19TC,AAL20TC,AAL20TC,AAL22TC,AAL23TC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.340605,-0.341748,0.560049,0.662487,0.205189,0.162359,0.988459,1.438158,0.941892,0.802208,-0.509812,-0.191253,0.04122,0.286328,-0.14965,0.115918,-0.685923,-0.380414,-0.215778,-0.372299,0.106061,0.170239,0.236956,0.422713,-0.263985,-0.089106,-0.088302,-0.076753,-0.469527,-0.230455,-0.196873,0.272345,-0.745738,0.479502,0.82128,0.836432,-0.153091,-0.2198,-0.179763,-0.744346,-0.536063,-1.172423,-0.059407,0.408315,0.288727,0.222268,0.737625,0.672245,-0.5081,0.110134,-0.228603,0.26378,-0.763447,-0.130587,-0.071139,-0.214617,-0.858545,-0.867879,-1.471906,-1.20272,-0.14781,0.18202,-0.591309,-0.114998,0.408025,0.541946,-1.240947,-0.548714,-1.091577,-1.315173,0.459317,0.556866,-0.128569,0.172914,-0.137127,0.16205,0.336558,0.493362,-0.496868,-0.655318,-0.609681,-0.460859,-0.999197,-1.174631,-0.39252,-0.104477,-1.418574,-1.744457,0.048627,0.122025
-0.501178,-0.274805,0.353633,0.223875,0.373603,0.160914,0.658744,0.655524,1.327197,0.639783,-0.149942,-0.716809,0.248601,-0.440494,0.373005,-0.240754,-0.837948,-0.533921,-0.773837,-1.029045,0.117561,0.214338,0.542685,0.159906,-0.21325,-0.222471,0.113715,0.063277,-0.60973,-0.504307,-0.241696,-0.039751,-1.067666,-0.025739,0.69048,0.438172,-0.016813,-0.455379,0.188114,-0.474168,-0.082254,-0.949291,0.605842,0.604399,1.860417,1.023043,0.978881,0.743212,0.320155,0.627498,0.216839,0.52714,-0.229939,0.000462,0.108907,-0.083428,-0.904675,-0.829868,-0.97023,-0.480074,0.322301,0.163143,-0.228006,-0.249993,1.023043,0.701897,-0.859306,-0.623041,-0.838863,-1.730381,0.457873,0.55161,-0.089477,0.021957,0.209916,0.331842,0.441023,-0.155682,-0.854,-0.912407,-0.680007,-1.070097,-0.164539,-1.37424,0.218268,-0.317768,-0.430779,-1.199393,0.408181,-0.207652
-0.490438,-0.121501,0.077825,0.269511,0.093787,0.129081,0.250938,0.357867,0.72369,0.538048,-0.195958,-0.645219,0.210118,-0.679042,0.109694,-0.292266,-0.623664,-0.334994,-0.66978,-0.79784,-0.023193,0.138111,0.489718,-0.001907,-0.214272,-0.306975,0.000101,0.158371,-0.462775,-0.249475,-0.190236,-0.235368,-0.581726,-0.394968,0.317246,0.005704,0.014959,-0.277701,0.50671,0.023626,0.629233,-0.374084,0.623283,0.045033,1.767193,0.992913,0.283783,0.269865,0.483125,0.640811,0.371237,0.517532,0.24425,0.091719,0.001353,0.107678,-0.654498,-0.440794,-0.048282,0.471614,0.965302,1.108508,0.078299,-0.035258,1.247861,1.390332,-0.056628,-0.227377,-0.727955,-1.114306,0.602638,0.446398,-0.044641,-0.104425,0.348127,-0.027346,-0.098073,-0.711416,-0.67776,-0.253617,-0.552589,-0.760411,0.005351,-1.386465,0.282054,-0.171936,-0.403682,-0.811231,0.486925,-0.196136
-0.719661,-0.042996,-0.289792,0.207784,-0.1125,-0.179011,-0.222295,0.130554,0.075802,0.561763,-0.637687,-0.404872,-0.125391,-0.418438,-0.365068,-0.113773,-0.155733,0.132804,-0.593036,-0.055206,-0.011024,0.271965,-0.09942,-0.267866,-0.174817,-0.479823,-0.288273,-0.053791,-0.200493,0.242993,-0.182983,-0.324612,0.337913,-0.377182,0.33037,0.10262,-0.120587,0.014483,0.368167,0.268337,0.928873,0.260472,0.630026,0.218723,0.947866,0.922657,0.156337,0.382725,0.236228,0.333534,0.231012,0.260404,0.488181,0.167305,-0.059973,0.233126,-0.264994,0.092738,0.104241,0.516434,0.720558,1.144738,0.141953,0.263111,0.132999,0.886767,0.722543,0.677794,-0.298275,-0.183276,0.327353,0.164539,-0.005142,-0.323855,0.096846,-0.497837,-0.566658,-0.763098,-0.374674,0.34365,-0.132677,0.293867,0.106072,-0.505574,0.139625,0.091605,-0.605093,-0.581722,0.228548,-0.080438
-0.575548,0.085492,-0.649695,0.037359,-0.579739,-0.719011,-0.543508,-0.232236,-0.779769,-0.358528,-0.910843,-0.285463,-0.563543,-0.177262,-0.723045,-0.054335,0.321721,0.472072,-0.277152,0.583897,0.091765,0.36944,-0.387298,-0.39435,-0.40979,-0.576051,-0.527751,-0.414311,0.110139,0.386447,0.09402,-0.092391,0.700849,0.049346,0.274189,-0.191272,-0.219367,0.1586,0.005089,0.067089,0.507249,0.322861,0.68866,1.090938,0.836432,1.053904,0.310663,0.879625,0.253601,0.398878,0.127243,0.155622,0.611234,0.617135,0.028626,0.266643,0.420058,0.507379,-0.26032,-0.063997,-0.219585,-0.115504,0.013956,0.328071,-0.869678,-0.255789,0.904482,1.203853,0.389007,0.838422,-0.243427,-0.18524,0.149142,-0.274679,-0.068762,-0.461235,-0.639654,-0.298852,0.179278,0.681835,0.204067,0.944462,-0.120009,0.08363,-0.042834,0.307689,-0.732248,-0.461356,-0.058667,-0.031267
-0.239155,-0.169513,-0.133067,-0.113923,-0.458465,-0.520038,-0.396588,-0.535822,-0.946327,-1.069251,-0.793685,-0.459563,-0.899958,-0.194074,-0.767303,-0.316076,0.150151,0.276484,0.244813,0.747888,0.296075,0.493308,0.144285,0.062811,-0.239737,-0.153027,-0.200398,-0.346979,0.21639,0.309933,0.72422,0.539441,0.354062,0.278323,-0.527969,-0.77619,-0.063817,0.202947,-0.253219,0.061901,0.424466,0.41377,0.19963,1.048092,0.893866,0.869781,0.278555,0.620391,0.264889,0.185336,-0.037229,-0.085278,0.201109,0.494984,0.278148,0.092987,0.36255,0.071019,-0.468257,-0.515151,-1.011208,-1.448946,-0.172662,0.213093,-1.172168,-1.219635,0.445427,0.683527,1.066206,1.267579,-0.431839,0.065146,0.425356,0.053762,0.238652,-0.038917,-0.159208,0.220856,0.006033,0.157021,0.118013,0.518352,0.05286,0.330012,-0.089944,0.021615,-0.077117,-0.029824,0.106511,-0.191777
-0.197705,-0.673164,0.579161,0.075751,-0.287987,-0.25754,-0.124376,-0.44955,-0.885556,-1.379533,-0.485595,-0.433987,-0.754148,-0.143487,-0.640793,-0.465812,-0.460753,-0.274608,0.680603,0.760307,0.930301,0.714647,1.133017,0.921977,0.40927,0.612414,0.446755,0.309884,0.144824,0.212879,1.304323,1.067917,-0.170767,0.275233,-0.721021,-0.499888,0.09482,0.345053,-0.236761,0.118129,0.767169,0.905053,-0.442145,0.259879,0.150241,0.180013,-0.049207,-0.005741,-0.09483,-0.057087,-0.188626,-0.0936,0.233959,0.679827,0.252258,0.080675,-0.71395,-0.966479,-1.156673,-1.457047,-1.493938,-1.887691,-0.531532,-0.119739,-0.654771,-1.040352,-0.320841,-0.125221,1.099441,1.240442,0.015552,0.495692,0.659421,0.564998,0.655289,0.700883,0.177405,0.487136,-0.52191,-0.291498,-0.509157,-0.292026,-0.041004,-0.184184,-0.069061,0.04237,0.125568,0.119244,0.420521,0.246033
-0.26211,-0.659257,0.838781,0.112214,0.071678,-0.191221,-0.071278,-0.168477,-0.526137,-0.992227,-0.175458,0.050235,-0.321535,-0.01317,-0.346158,-0.503218,-0.513042,-0.159525,0.48254,0.585822,1.110619,0.484615,1.127644,0.985446,1.306405,1.022254,0.844817,0.532807,0.235414,0.424787,1.323293,0.923341,-0.177744,-0.034281,-0.201156,0.23123,-0.048049,0.355813,-0.185398,0.331502,0.755519,0.898836,0.071439,0.06838,-0.517338,0.102819,0.740369,0.341401,-0.397447,-0.231363,-0.068471,-0.093493,0.174802,0.32467,0.194154,0.364209,-1.094154,-1.111152,-1.333066,-1.142028,-1.260741,-1.340996,-0.62316,-0.262729,-0.407066,-0.477477,-0.391657,-0.309877,0.668683,0.721827,-0.037993,0.330857,0.382565,0.463968,0.22492,0.385974,-0.064286,0.09377,-0.499346,-0.361575,-0.657143,-0.443401,0.171463,0.034255,0.037622,0.114716,0.411086,0.418994,0.21316,0.070157
0.416657,0.187184,0.656452,0.171955,0.052891,-0.24285,0.082438,-0.063802,-0.492063,-0.799913,0.461124,0.642258,0.346413,0.166957,-0.127185,-0.340753,0.296985,0.466105,0.168885,0.351356,0.533656,0.054221,0.635165,0.656188,1.502989,0.605115,0.769477,0.422857,0.394742,0.525059,0.736767,0.131554,-0.025203,-0.286817,0.190114,0.072094,-0.201874,0.042223,-0.159871,0.206263,0.279767,0.380474,0.700919,0.756,-0.97578,-0.24209,1.452641,1.23643,-0.26189,0.005116,0.223988,-0.005321,0.328827,0.248024,0.358669,0.772892,0.034642,-0.096431,-0.968008,-0.690143,-0.537504,-1.072622,-0.26409,-0.282872,-0.507345,-0.56981,-0.464742,-0.60327,0.142583,0.064712,-0.156892,-0.181646,0.06706,0.241963,-0.466892,-0.209107,-0.517871,-0.418113,0.415016,0.162802,-0.061957,0.001222,0.08169,0.328133,0.259731,0.233132,0.182754,0.770161,0.050717,-0.084662
0.757442,0.667518,0.305717,-0.171405,-0.691238,-0.642666,0.140934,-0.298033,-0.799807,-0.792313,0.368139,0.554475,0.525915,0.083568,-0.115762,-0.066841,0.496017,0.603531,-0.081822,0.095539,-0.562951,-0.583128,0.038101,-0.013939,-0.07124,-0.782989,-0.656069,-0.894137,0.230586,-0.080479,-0.401534,-0.935917,0.158588,-0.346452,0.233531,-0.319278,0.18863,-0.10235,0.136249,0.150493,-0.103094,-0.316784,1.219266,1.499598,-0.476703,-0.11755,1.591491,1.458254,0.133036,0.341211,0.413163,0.2256,0.18181,0.134159,0.274969,0.630419,0.820108,0.403053,-0.391041,-0.554476,-0.086647,-1.112498,0.133894,-0.141986,-0.323328,-0.747821,-0.252932,-0.481637,-0.21921,-0.556106,-0.41009,-0.5897,-0.353257,-0.327116,-0.562944,-0.397797,-0.685376,-0.655797,0.776933,0.14674,0.38334,0.391226,0.183493,0.197465,0.252917,0.246066,0.329503,0.565547,-0.168599,-0.105424
0.517711,0.641627,-0.311703,-0.342179,-0.288173,0.149897,0.13623,-0.3932,0.22657,-0.167853,0.341959,0.237056,0.548358,-0.047125,0.417624,0.299336,0.114493,0.209593,-0.189423,-0.32957,-0.50675,-0.331466,-0.205181,-0.354942,-0.8646,-0.837112,-0.527284,-0.560759,-0.278462,-0.436588,-0.693708,-0.77944,0.128708,-0.185003,-0.885693,-1.225478,0.259008,-0.160029,-0.001887,0.005006,-0.315081,-0.748755,0.418973,0.908367,0.138763,0.00981,0.49158,0.372492,0.665501,0.685214,0.432358,0.499918,0.06699,0.001948,0.086066,0.073481,0.660923,0.408626,1.066181,0.952559,0.427976,-0.164825,0.60165,0.161336,0.197707,-0.211135,0.025304,-0.240658,-0.224303,-0.317471,-0.284337,-0.505577,-0.215493,-0.123842,-0.02685,-0.072911,-0.480878,-0.34751,0.133825,-0.007711,0.583181,0.201873,0.231901,-0.35324,0.19751,-0.059192,0.470403,0.250127,0.008848,-0.33086
0.010526,0.272425,-0.297055,0.031137,-0.160528,0.628527,0.347939,0.286529,0.521803,0.629888,0.149755,0.236812,0.13429,0.265147,0.269778,0.435536,-0.363644,-0.294751,0.438058,0.214798,-0.023684,0.031012,0.052795,-0.162732,-0.648945,-0.246779,-0.549373,-0.223942,-0.262461,-0.076996,-0.084035,0.14534,0.130274,0.30938,-1.156069,-0.521059,0.285049,0.428385,-0.069092,0.346196,0.310625,0.344506,-1.137981,-1.100996,-0.619601,-0.72658,-1.301366,-1.54401,-0.063178,-0.181771,-0.267711,0.066504,-0.527472,-0.635454,-0.383886,-0.353998,-0.441005,-0.13996,1.172304,1.216694,0.26674,1.188014,0.554994,0.583193,0.09195,0.505123,0.055087,-0.019844,0.063487,0.120343,-0.181341,-0.040177,0.121085,0.259887,0.495173,0.649726,-0.200355,0.310741,-0.491556,-0.145101,0.30297,0.195306,-0.041567,-0.294981,-0.276286,-0.183947,-0.567059,-0.40415,-0.033446,-0.058712
-0.415826,-0.06982,-0.191539,0.481885,0.562182,0.899771,0.219286,0.753448,0.9229,1.048857,0.11339,0.4794,0.031336,0.531355,0.421855,0.415236,-0.545843,-0.386817,0.611799,0.550967,0.671608,0.513493,0.149229,0.229271,0.149942,0.586143,0.669921,0.964947,-0.268271,0.124726,0.45655,0.701559,-0.163585,0.430543,-0.426826,0.254804,0.115884,0.731545,0.245542,0.590946,0.622386,0.884759,-2.168641,-2.373571,-1.543441,-1.250302,-2.165655,-2.438651,-0.762352,-0.853601,-0.575928,-0.242851,-0.365213,-0.495153,-0.354401,-0.1583,-1.063807,-0.219156,0.470747,1.128403,-0.264297,1.607108,-0.068738,0.372332,-0.362738,0.629072,0.089799,0.494184,0.314892,0.790256,-0.032117,0.233681,0.120507,0.272532,0.185842,0.675344,0.025072,0.469261,-0.838351,-0.300712,-0.100171,0.127184,0.384323,0.380331,-0.167409,0.059467,-0.295937,-0.030416,0.209261,0.326569
-0.174298,-0.415187,0.10109,0.547379,0.298434,0.578575,0.356032,0.581216,0.085748,0.567946,-0.125311,0.447208,-0.294016,0.388964,-0.130065,0.281697,-0.34,-0.267101,0.878249,0.927301,0.600079,0.581426,0.164398,0.574996,0.44365,0.636349,0.684476,1.13223,-0.115281,0.107011,0.430281,0.56336,-0.072553,0.373401,0.177916,0.100447,0.143432,0.66883,0.508745,0.536665,0.743015,0.9062,-2.106041,-2.035693,-2.220789,-1.742571,-2.123527,-2.128443,-1.242405,-1.15261,-0.609119,-0.370732,-0.137675,0.042453,0.012442,0.260132,-0.99425,-0.379125,-0.689256,-0.429359,-0.869398,0.451498,-0.657153,0.061879,-0.923947,-0.0091,0.056564,0.32225,1.03982,1.579309,0.091023,0.512461,0.05563,0.174909,-0.055372,0.671305,0.468498,0.502717,-0.355041,-0.264644,-0.188453,0.176417,0.669876,1.019473,-0.05215,0.467373,0.157958,0.708704,0.111724,0.700385
0.066882,-0.40883,-0.428062,-0.121013,0.220958,0.399299,-0.278257,-0.368175,-0.090547,0.241071,-0.144986,0.004325,-0.227643,-0.042971,0.054362,0.057644,-0.43056,-0.428362,0.163071,0.042629,-0.072106,0.005035,-0.4502,0.119323,0.242373,0.255331,0.31556,0.660952,-0.544819,-0.701886,-0.531659,-0.447957,-0.013506,-0.176992,0.351187,-0.554954,0.142204,0.095682,0.538478,-0.088359,-0.024557,-0.182102,-0.373288,0.103527,-1.162488,-0.94255,-0.519847,-0.048752,-0.219091,-0.091738,0.137643,0.198022,0.449168,0.627331,0.44401,0.373659,-0.476519,-0.143733,0.111321,-0.17366,-0.406824,-0.267841,-0.817865,-0.54912,-0.314927,0.026982,0.261436,0.175343,0.664192,1.215616,0.19024,0.127008,-0.099645,-0.236237,0.015071,0.342058,0.501291,0.033917,-0.121311,-0.346331,-0.197671,-0.300734,0.643544,0.233455,0.625895,0.689484,1.262877,1.310933,0.060992,0.482521
0.224151,-0.408171,-0.450728,-0.295307,0.390655,0.64955,-0.395833,-0.577627,0.400844,0.567147,0.287781,-0.317204,0.074649,-0.247285,0.379391,-0.127283,-0.220075,-0.477993,-0.038235,-0.356436,-0.395193,-0.396023,-0.716834,-0.429155,0.034387,0.14178,-0.11504,0.1014,-0.418741,-0.88815,-0.805584,-0.593964,0.58054,-0.111233,0.237104,-0.390843,0.007202,-0.21423,0.443662,-0.356405,-0.780124,-0.748053,0.534525,0.713048,0.223068,-0.382412,0.179515,0.805617,0.449373,0.342095,0.312033,0.30984,0.124644,0.066883,0.278557,0.025468,-0.155807,-0.336637,1.130814,0.541869,0.159341,-0.130979,-0.62588,-0.802521,0.321297,0.411917,0.551837,0.107421,0.265237,0.409818,0.137008,-0.098513,0.120075,-0.248916,0.295511,0.027694,0.373061,-0.055828,-0.121579,-0.201581,-0.181185,-0.543365,0.194758,-0.549445,0.612029,0.288958,1.171246,0.863438,-0.032948,-0.025005
0.053169,-0.684896,-0.621715,-0.456857,0.158258,0.291077,-0.432872,-0.446364,0.239576,0.238338,0.677249,-0.356421,0.115165,-0.4895,0.330732,-0.370466,0.174737,-0.248141,-0.17967,-0.836471,-0.334699,-0.623917,-0.887514,-0.798958,0.13308,0.131471,-0.29356,-0.321509,0.020719,-0.444835,-0.68427,-0.318956,0.449234,0.074427,0.384357,0.442891,-0.181581,-0.350727,0.083365,-0.381846,-1.185998,-0.63014,1.176061,0.697828,1.70308,0.698517,0.749582,1.088298,1.443372,0.817486,0.448447,0.331882,-0.175195,-0.773456,-0.07671,-0.284721,-0.023641,-0.458856,2.220925,1.713405,0.722447,0.45884,0.040786,-0.508197,0.789453,0.922607,1.15045,0.91672,-0.624753,-0.172185,-0.09441,-0.503907,0.179672,-0.114715,0.159155,-0.241556,0.23727,0.199948,-0.318459,-0.255923,-0.323369,-0.660486,-0.700318,-0.766647,0.126665,-0.225014,0.433197,0.148045,-0.343271,-0.365397
0.260284,-0.581689,-0.187503,-0.215873,-0.034208,0.010507,-0.066529,0.27989,-0.279347,0.306116,0.584344,0.213745,-0.026699,-0.005501,0.187946,0.189205,0.530814,0.301393,0.307396,-0.305008,-0.173468,-0.229331,-0.68298,-0.669589,-0.016825,-0.032502,-0.237472,-0.37487,0.573581,0.433828,-0.380352,0.011884,0.164336,0.567997,0.545161,1.150789,-0.0589,0.051807,-0.228182,-0.018035,-1.061473,-0.019442,0.261365,-0.216664,1.416725,0.605617,0.136775,-0.018953,0.909969,0.223264,-0.190914,-0.333936,-0.901866,-1.484116,-0.528645,-0.565619,0.480896,-0.108382,1.651012,1.350411,0.821367,0.991034,0.435888,0.365275,0.578414,0.658435,1.209504,1.090095,-0.337263,-0.569612,-0.285818,-0.331386,0.023488,0.093291,-0.137858,-0.186148,0.41686,0.660665,0.008171,0.008155,-0.09685,-0.035502,-0.275242,0.644105,-0.534121,-0.480532,-0.068725,0.027223,-0.636116,-0.454109
0.598772,-0.02325,-0.446434,-0.207465,-0.053642,0.07577,-0.205428,0.387716,-0.299781,0.392251,0.437706,0.855202,0.211353,0.576901,0.257464,0.618888,0.577956,0.582875,-0.065121,-0.237876,-0.409077,0.074784,-0.971575,-0.646371,-0.433699,-0.309077,-0.387279,-0.340738,0.56869,0.705158,-0.491572,-0.148891,-0.469572,0.385693,-0.196406,0.270154,0.05937,0.015978,-0.614126,-0.193013,-1.182692,0.098231,-0.219921,-0.337701,0.709516,0.713229,-0.325319,-0.561258,0.690803,0.718923,-0.17614,-0.067281,-0.740725,-1.094821,-0.583024,-0.732372,1.227518,0.853234,1.655726,2.084654,0.948917,1.451994,0.56474,0.904884,0.379205,0.582544,1.000119,1.001335,0.411802,-0.227857,-0.149562,-0.299573,-0.167778,0.034632,-0.151215,-0.160631,0.552253,0.487402,0.47765,0.213728,0.290702,0.115659,0.364095,1.155813,-0.445949,-0.532527,0.245747,0.211328,-0.791613,-0.605846
0.54162,0.284206,-0.448188,0.058117,0.48641,0.603056,-0.224911,0.366849,0.449449,0.901661,0.188691,0.889495,0.417719,0.970426,0.477087,0.848021,0.004556,0.111345,-0.331009,-0.051572,-0.470352,0.25062,-0.600604,-0.169865,-0.574694,-0.066913,-0.036243,0.177438,0.233724,0.197553,-0.311316,-0.036889,-0.509016,-0.015986,-0.50755,-0.316609,0.010017,-0.223722,-0.521,-0.443087,-0.984798,-0.20275,-0.659613,-0.32964,-0.326142,0.253734,-0.958003,-0.751809,-0.106557,0.726153,-0.406131,0.014069,-0.595873,-0.686258,-0.70386,-0.840701,1.181708,1.165697,1.225274,2.021893,0.55268,1.36083,-0.125111,0.628609,0.485297,0.692749,0.418764,0.406669,1.444767,0.609149,0.04757,-0.099658,-0.167526,-0.082856,-0.02773,-0.068169,0.33069,0.021587,0.30546,0.111626,0.084998,-0.117344,1.048095,0.833143,-0.298454,-0.249876,1.073553,0.49327,-0.771935,-0.453269
-0.107995,0.362754,-0.208612,0.382796,1.082666,0.765811,-0.261476,0.280258,1.260673,0.697374,-0.08137,0.388397,0.414293,0.520706,0.764401,0.330034,-0.450251,-0.350491,-0.537359,0.044972,-0.125911,0.215483,0.257391,0.614032,0.458892,0.785028,0.778688,0.784121,-0.163866,-0.271319,0.250688,0.436968,-0.249456,-0.241114,0.0905,-0.00337,-0.23692,-0.468722,-0.000067,-0.426418,-0.669119,-0.403777,-0.776317,-0.492589,-1.0816,-0.47279,-0.96795,-0.642121,-0.725261,0.24769,-0.547895,-0.040657,-0.468107,-0.897146,-0.439537,-0.690451,0.289461,0.460305,0.393377,1.514175,0.098538,0.857463,-0.438866,-0.046925,0.588231,0.922978,-0.1534,-0.044104,0.442328,0.333181,0.212266,0.111589,-0.076216,-0.181589,-0.174785,-0.197132,-0.094427,-0.31019,-0.290209,-0.049046,-0.473304,-0.465566,1.0705,0.160482,0.01653,-0.164797,1.23145,0.308926,-0.141688,-0.501717
-0.342451,0.418207,0.061217,0.113632,1.096999,0.519015,-0.229614,-0.130583,1.113059,0.045442,-0.236825,-0.278658,0.17604,-0.228937,0.722519,-0.078076,-0.101776,-0.268325,-0.592336,-0.177304,-0.079348,-0.032182,0.704149,0.750032,1.233564,1.074378,1.348287,1.00013,-0.15095,-0.111368,0.581762,0.533318,-0.089027,-0.406113,0.373527,0.103097,-0.338033,-0.401335,0.435596,0.059617,-0.386354,-0.106968,-0.328635,-0.404734,-1.252489,-0.878568,-0.333017,-0.181748,-0.88162,-0.340075,-0.440117,-0.187404,0.115753,-0.649282,0.090435,-0.135371,0.135031,-0.018333,-0.134917,0.36328,-0.072862,-0.23596,-0.099501,-0.463183,0.304021,0.245868,-0.554455,-0.555225,-0.754496,-0.957771,0.182527,0.324903,-0.351999,-0.17167,-0.79054,-0.369764,-0.533413,-0.484401,-0.219583,0.219243,-0.386949,-0.177711,0.981147,0.352956,0.25203,-0.319367,1.307448,0.34898,0.415064,-0.56913
0.17423,0.443193,0.256006,-0.583838,0.623189,0.169989,-0.009951,-0.702503,0.517822,-0.345402,-0.084695,-0.209409,0.160406,-0.370821,0.616567,0.24202,0.760059,0.233435,-0.478557,-0.719462,-0.251619,-0.427576,0.452044,0.288142,1.005996,0.871383,1.293177,0.738182,0.463292,0.4652,0.564493,0.552899,0.388891,-0.321076,0.162173,-0.475372,-0.24549,-0.327905,0.286657,0.196509,-0.147106,-0.139367,0.332146,-0.023614,-0.574415,-0.32432,0.386223,0.151697,-0.323431,-0.475202,-0.132116,-0.268934,0.440846,-0.353937,0.418432,0.145783,1.009952,0.053166,0.282958,-0.031833,0.32326,-0.708014,0.657007,-0.132136,-0.022318,-0.428488,-0.52136,-0.885341,-0.914199,-1.559922,0.05155,0.216227,-0.373829,-0.040259,-0.630991,-0.333905,-0.677195,-0.380875,0.705594,0.528258,0.43953,0.458447,0.666176,0.882576,0.317449,-0.146113,0.906249,0.619507,0.140246,-0.167868
0.127763,-0.01886,0.255732,-0.663302,0.175384,0.251504,0.426365,-0.511847,-0.068864,0.184332,-0.279533,-0.078096,0.10362,0.048473,0.017928,0.597055,0.979805,0.326302,-0.434175,-0.972277,-0.071915,-0.018416,0.003224,-0.458886,0.443875,0.771519,0.454597,0.370347,0.660682,1.082924,0.789543,0.59069,0.641235,-0.000813,-0.284612,-0.901221,0.069187,-0.03124,-0.607314,-0.02973,0.312508,0.278138,0.543767,0.005174,0.344972,0.298969,0.47408,0.16707,0.276524,-0.085666,0.214779,-0.065293,0.523316,0.450657,0.1427,-0.098255,0.878858,-0.168505,-0.002216,-0.787191,0.395593,-0.567815,0.729398,0.152979,0.085938,-0.536791,-0.599976,-1.041656,-1.221875,-1.888081,0.104499,0.329117,-0.202793,0.453273,0.237657,0.262715,-0.260336,0.027846,1.426247,0.665181,0.971217,0.8521,-0.396469,0.765037,-0.235263,-0.239192,-1.285598,-0.327214,-0.39367,0.191002
-0.307659,-0.284713,0.044576,-0.175815,0.127546,0.435697,0.4128,0.113237,0.26704,0.842864,-0.148499,0.229672,0.087147,0.389535,-0.079049,0.695406,0.566143,0.290232,-0.132771,-0.397878,0.273028,0.095676,-0.278069,-0.657171,-0.180019,0.537349,-0.078149,0.109438,0.543046,1.014221,0.692874,0.559254,0.663253,0.275491,-0.067848,-0.161641,0.075945,0.047114,-0.728157,-0.300541,0.446579,0.265025,0.229141,-0.216315,0.873462,0.576082,0.215876,-0.11984,0.237139,-0.060901,-0.096939,-0.268802,-0.094458,0.265778,-0.427945,-0.420759,0.155767,-0.330544,-0.350163,-0.35402,0.011944,0.026806,0.100488,0.145842,0.229775,0.188868,-0.301415,-0.299267,-0.84544,-0.715308,-0.010509,0.083277,0.205894,0.631485,0.735761,0.512618,-0.0508,0.245769,1.197447,0.468567,0.815339,0.796066,-0.518149,0.399768,-0.405966,0.016038,-1.841806,-0.763027,-0.887195,0.235908
-0.105356,-0.141419,0.190388,0.310815,-0.311347,-0.01633,0.234681,0.433842,-0.516819,0.031234,0.074154,0.181558,-0.230287,0.179937,-0.31789,0.170633,0.261678,0.343791,0.606808,0.432037,0.373729,-0.100814,-0.092352,-0.338505,-0.531788,0.115187,-0.574009,-0.228732,0.384567,0.520067,0.535136,0.540692,0.37072,0.334377,0.244005,0.824042,0.119674,0.028451,-0.279426,-0.197346,0.821018,0.362698,-0.149437,-0.274824,0.20289,-0.157093,-0.010753,-0.155264,-0.32768,-0.426463,-0.643782,-0.475957,-0.780855,-0.14418,-0.524086,-0.217354,-0.192543,-0.308431,-0.55605,-0.233837,-0.408347,-0.046857,-0.336386,0.15153,0.050582,0.244466,-0.320339,0.002273,-0.340386,0.440338,-0.170698,-0.015856,0.52628,0.55294,0.418964,0.403992,0.145787,0.063197,0.580632,0.227099,0.392626,0.618866,-0.274094,0.435451,-0.271497,0.324207,-1.01385,-0.280538,-0.965422,0.192239
0.22099,0.202014,0.433715,0.454653,-0.53624,-0.698683,-0.034706,0.252012,-1.13614,-1.019189,0.057725,0.0115,-0.4017,-0.003868,-0.377591,-0.009196,0.038543,0.436479,0.888323,0.704027,0.257599,-0.19332,0.533573,0.491779,-0.167844,-0.017939,-0.312538,-0.205381,0.20893,0.116989,0.359652,0.379101,-0.073173,0.094878,0.268824,0.892614,0.251364,-0.103013,0.334709,0.114879,0.803743,0.169803,0.084461,0.278827,-0.304679,-0.656714,0.301598,0.169356,-0.646501,-0.764904,-0.605378,-0.256073,-0.799829,-0.268125,0.089473,0.226476,-0.240531,-0.317187,-0.821027,-0.707293,-0.714208,-0.828239,-0.334808,-0.031718,-0.280872,-0.177733,-0.196456,0.064423,-0.137733,0.30021,-0.030956,-0.068412,0.582165,0.361676,-0.004862,0.24584,0.473887,0.041257,-0.053609,0.023096,-0.145142,0.394149,-0.088429,0.618967,0.11839,0.634686,0.424962,0.475154,-0.339479,0.184691
