Msub1,AAL01TC,AAL02TC,AAL03TC,AAL04TC,AAL05TC,AAL06TC,AAL07TC,AAL08TC,AAL09TC,AAL10TC,AAL11TC,AAL12TC,AAL13TC,AAL14TC,AAL15TC,AAL16TC,AAL17TC,AAL18TC,AAL19TC,AAL20TC,AAL20TC,AAL22TC,AAL23TC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.032456,-0.565541,0.082737,0.048393,-0.478286,-0.3754,0.227446,0.057843,-0.049068,-0.361713,-0.906863,-0.616297,-0.448762,-0.138667,-0.424897,-0.234961,-1.13629,-0.72931,-0.375765,-0.517469,0.570397,0.299835,0.538266,0.604539,-0.129616,0.002238,-0.213393,-0.09114,-0.66252,-0.435911,-0.332742,-0.160157,-0.677371,-0.816376,-0.404883,-0.617646,-0.036754,-0.198946,0.254383,-0.089254,0.165899,-0.737068,0.410009,0.209532,0.771122,0.37277,0.316896,-0.122023,0.294897,-0.155029,0.478278,0.307403,0.249134,0.556617,0.169859,0.094603,-0.197596,-0.630174,0.095015,-0.331509,-0.244998,-0.747542,-0.408016,-0.546382,-0.33477,0.030556,0.235223,0.355507,0.58148,0.843851,0.228031,0.200406,-0.50423,-0.584534,-0.489237,-0.569001,-0.188331,0.266334,-1.048537,-0.9964,-0.952479,-0.740476,-0.731607,-1.115363,-0.384034,-0.192721,-0.96117,-0.633322,0.191609,0.350887
0.035033,-0.647697,-0.008062,0.307941,-0.280693,-0.579921,-0.06356,-0.019396,-0.107542,-0.665142,-0.722168,-0.025242,-0.407833,0.086095,-0.535102,0.07651,-0.712162,-0.339279,0.218384,0.359957,0.810059,0.655352,0.690522,1.002285,0.231835,0.157059,0.020495,-0.003405,0.013913,0.059134,0.470439,0.484831,-0.457336,-0.112151,0.57083,0.706935,-0.178328,-0.110049,-0.076057,-0.278562,0.185883,-0.697885,-0.077519,-0.652123,0.319317,0.03993,-0.274736,-0.40519,-0.193613,-0.728765,-0.221187,-0.378445,-0.228002,0.329417,-0.128592,-0.047779,-0.200635,-1.018617,-0.318325,-0.904743,-0.653834,-0.738416,-0.470054,-0.405865,-0.127221,0.06256,0.280059,0.376244,1.042719,0.88106,0.473472,0.521425,0.033943,-0.338912,0.072336,-0.203791,0.365596,0.713375,-0.39438,-0.524117,-0.235052,-0.239283,-0.483226,-0.55044,-0.11014,-0.137505,-0.765061,-0.325478,-0.010174,0.333886
0.104631,-0.642906,0.086886,0.521975,0.070521,-0.167893,-0.183175,0.087963,0.324891,-0.15522,-0.342253,0.589937,-0.389026,0.183283,-0.352929,0.371884,-0.328265,-0.203094,0.262763,0.73743,0.549103,0.666533,0.479364,0.81431,0.329717,0.29585,0.068713,0.262574,0.030057,-0.180495,0.487652,0.355323,-0.343209,0.247468,1.023189,1.368813,0.003487,-0.022784,0.003834,-0.239657,0.20431,-0.140692,-0.36798,-0.96159,-0.317396,-0.487529,-0.405445,-0.447124,-0.212436,-0.889172,-0.290694,-0.432482,0.113664,0.244241,-0.068465,-0.080032,-0.415338,-1.137236,-0.167763,-0.693187,-0.704433,-0.466047,-0.328914,-0.198737,0.226147,0.234884,0.200192,0.250198,0.718109,0.30218,0.086303,0.206607,0.138611,-0.286195,0.232126,-0.109343,0.160648,0.084829,-0.167685,-0.746864,0.088593,-0.266722,0.184224,0.031647,0.509837,-0.06792,0.201512,0.3558,0.112506,0.346291
-0.209495,-0.352012,0.018535,0.466182,0.55617,0.555253,-0.145744,0.346889,0.646577,0.677208,-0.1082,0.589329,-0.333169,0.214126,-0.131812,0.473143,-0.082326,-0.17626,-0.098827,0.53986,0.116181,0.356287,0.184256,0.464431,0.659322,0.724877,0.466399,0.569935,-0.076339,-0.2512,0.356506,0.20447,0.079907,0.326581,0.615125,0.851003,0.240387,-0.12743,0.000011,-0.24686,-0.030642,0.391165,-0.014313,-0.23812,-0.307928,-0.661263,-0.120467,-0.057883,-0.100274,-0.766492,0.00953,-0.19086,0.598618,0.35083,0.060974,-0.238076,-0.608383,-0.857867,-0.451305,-0.802399,-0.608333,-0.310179,-0.349056,-0.339109,0.309287,0.414343,-0.151875,-0.006881,0.314478,-0.173299,-0.228408,-0.251635,0.060847,-0.127258,0.158289,0.115322,0.002776,-0.225297,-0.264357,-0.39378,-0.082773,-0.452009,0.36518,0.039828,0.654942,-0.096313,0.774333,0.312863,0.191482,-0.037408
-0.042695,0.085458,0.05394,0.125299,0.656632,0.50741,0.484599,0.3847,0.476649,0.478859,0.199244,0.129298,0.173564,0.1311,0.049702,0.186516,-0.149312,-0.076833,-0.244445,0.040266,-0.262142,-0.250284,0.034019,-0.144068,0.745366,0.631104,0.513713,0.400415,-0.294879,-0.321164,-0.053354,-0.112745,0.436697,0.038575,-0.333093,-0.418841,-0.056179,-0.399368,-0.45554,-0.463044,-0.745998,-0.275266,0.971654,0.971327,0.280734,-0.284733,0.825331,0.583113,0.533437,-0.00662,0.771673,0.467092,0.686024,0.26925,0.170744,-0.100713,-0.367428,-0.509303,-0.348223,-0.364055,-0.265355,-0.323655,-0.391346,-0.440904,0.490863,0.630619,-0.180621,-0.269763,-0.212452,-0.302688,-0.333486,-0.335139,0.065238,-0.079201,-0.052639,0.198988,-0.663072,-0.487155,-0.548547,-0.087291,-0.580199,-0.551446,-0.274088,-0.725103,0.435679,0.193738,0.501749,-0.062683,0.003293,-0.516087
-0.032387,-0.223785,0.095464,-0.238047,0.481102,0.10161,0.697258,-0.07488,0.309643,0.225166,0.502799,-0.359734,0.722935,0.075425,0.315893,-0.001185,-0.095853,-0.082173,-0.229549,-0.196042,-0.239388,-0.076829,0.190453,-0.490212,0.321521,0.147013,0.313366,-0.134215,-0.057494,-0.160244,-0.141327,-0.340888,0.333741,-0.00401,-0.734945,-0.928501,-0.223515,-0.546882,-0.502679,-0.465626,-0.568767,-0.407644,0.989357,0.859268,0.975992,0.326933,0.611247,0.433619,0.904035,0.677372,0.714559,0.644781,0.027428,0.085673,0.056781,0.032161,-0.345767,-0.616162,-0.201455,-0.42553,-0.156252,-0.821195,-0.322581,-0.711021,0.440361,0.119796,0.281601,0.236403,-0.163612,0.218549,0.09113,0.157219,0.077639,0.019011,-0.121719,0.404194,-0.51947,-0.15196,-0.603877,-0.044092,-0.605637,-0.371907,-0.336317,-0.467478,0.295397,0.210829,0.677911,-0.100225,-0.090651,-0.558125
0.175595,-0.535137,0.105446,-0.179097,0.03498,-0.473682,0.361508,-0.260049,-0.086134,-0.356422,0.519266,-0.254224,0.40742,-0.195764,0.20791,-0.12609,0.036358,-0.005382,0.181524,0.144836,-0.023261,0.143547,0.382684,-0.298092,-0.049035,-0.285029,-0.009952,-0.389005,0.256594,0.096119,-0.144012,-0.252136,-0.118018,0.05391,0.183965,0.05067,-0.072223,-0.089386,-0.118227,-0.167206,-0.11813,-0.113733,-0.050423,-0.1366,1.110552,0.634048,-0.602036,-0.442533,0.728246,0.574944,-0.022153,0.064981,-0.779173,-0.69563,-0.189707,-0.070591,-0.259469,-0.580516,0.130783,-0.335576,-0.026557,-0.789997,-0.083984,-0.516751,0.48958,-0.118132,0.589923,0.728928,-0.246737,0.254197,0.267783,0.425702,0.274008,0.228214,0.041713,0.386047,0.029395,0.129778,-0.308049,0.058846,-0.163397,-0.075661,-0.234525,-0.17624,0.463241,0.018463,0.197119,-0.067629,0.133749,-0.393305
0.434399,-0.148885,-0.096963,-0.066842,-0.044801,-0.407233,-0.255034,-0.179221,-0.32346,-0.497321,0.321711,0.202427,-0.142768,-0.339477,0.212066,0.040616,0.242762,0.365993,0.384882,0.529502,0.162043,-0.111422,0.214945,-0.022189,0.002296,-0.159086,0.460042,0.08937,0.330077,0.297984,-0.202238,-0.160695,0.009972,0.05923,1.043026,0.690217,0.04752,0.501277,0.392211,0.271829,0.102696,0.376248,-0.981723,-0.732628,0.386064,0.129077,-1.406234,-0.986232,-0.125012,-0.238411,-0.679827,-0.436775,-1.025482,-1.171609,-0.225341,-0.210731,0.286358,0.037375,0.369076,0.109014,0.262245,-0.131994,0.203141,-0.104501,0.210767,0.006831,0.421653,0.534609,0.046904,0.418873,0.048504,0.054146,0.436799,0.371759,0.19708,0.110249,0.153642,-0.162499,0.109475,0.727195,0.274091,0.21925,-0.007937,-0.22295,0.340598,-0.181591,-0.10163,0.01796,0.239646,-0.331303
0.0288,0.066993,-0.413691,-0.21894,0.495655,0.455754,-0.446392,-0.160803,0.421245,0.569755,0.16232,0.366174,-0.155682,0.021562,0.550844,0.290445,-0.061855,0.525457,-0.534482,-0.410718,0.402794,0.022635,0.062686,-0.06707,0.594484,0.497146,1.370015,0.995177,-0.057128,0.053051,0.095152,-0.011211,0.408837,-0.218913,1.529252,0.88639,-0.049789,0.346917,0.173575,0.191787,0.351597,0.731783,-0.628083,-0.26437,-0.347079,-0.281774,-0.738526,-0.306254,-0.660492,-0.542069,-0.493251,-0.223957,-0.229999,-0.65855,0.118472,-0.050156,0.341939,0.313584,0.031486,0.143109,0.364123,0.375729,0.133209,-0.112464,0.32877,0.464477,-0.000761,0.035204,-0.189778,-0.175585,-0.060684,-0.346648,0.437036,0.357988,0.547997,0.291509,-0.004913,-0.561024,0.000152,0.769692,0.169964,0.389449,-0.030707,-0.101728,0.256859,0.031187,-0.323332,0.09551,0.368253,-0.021062
-0.175339,-0.131328,-0.106542,-0.536639,0.584714,0.631128,0.133739,-0.394119,0.53559,0.709011,0.25419,-0.092132,0.345214,0.104918,0.625154,0.027072,-0.360369,0.217976,-0.76286,-1.080016,0.403018,-0.096333,0.060608,-0.324039,0.397504,0.425538,1.55458,1.200883,-0.337559,-0.499159,0.244597,0.092784,0.65927,-0.227439,1.214508,0.565323,-0.267379,-0.098936,-0.207114,-0.1627,0.077567,0.368023,0.366531,0.512621,-0.613884,-0.322054,0.169108,0.429938,-0.439625,-0.269659,0.098118,0.124371,0.236234,-0.178457,0.253453,0.295871,0.303696,-0.239444,-0.395454,-0.566744,0.563524,0.021677,0.026615,-0.319877,0.943878,0.598414,-0.044023,-0.237991,-0.545184,-0.566884,-0.16873,-0.355269,0.265851,-0.03407,0.356973,0.378771,-0.31532,-0.3996,-0.211179,0.29951,-0.281016,0.253943,-0.213785,-0.093472,-0.049498,0.382839,-0.628496,0.026075,0.20188,0.185677
0.036641,-0.066507,0.250304,-0.712778,0.438456,0.490331,0.483735,-0.633481,0.445158,0.672922,0.322315,-0.316776,0.765223,0.091635,0.606558,-0.110458,-0.615255,-0.210587,-0.367835,-0.92313,0.360654,0.133226,-0.069048,-0.656962,-0.355593,-0.231223,1.041971,0.901183,-0.634914,-0.917707,0.007113,-0.119503,0.097293,-0.169633,0.098843,-0.11562,-0.192819,-0.195703,-0.235281,-0.095157,-0.201456,0.242171,0.331343,0.318473,-0.924348,-0.328548,0.084866,0.132976,0.066621,0.297085,0.36618,0.264932,0.078071,-0.058774,-0.01211,0.293762,0.395307,-0.158896,0.174327,-0.113222,0.868048,-0.099109,0.091775,0.085538,0.993745,0.136361,0.13507,-0.172432,-0.665581,-0.389107,-0.072484,-0.088152,-0.084292,-0.334059,0.088633,0.3779,-0.364416,-0.009409,-0.536904,-0.417741,-0.647043,-0.184438,-0.108776,0.287927,-0.305613,0.29978,-0.20485,0.245141,0.06836,0.210655
0.393481,0.002506,0.504517,-0.350929,-0.09919,0.183786,0.506438,-0.414443,-0.299239,0.325226,0.08921,-0.25483,0.466997,-0.130992,0.010652,-0.26747,-0.562012,-0.591525,0.387767,-0.11876,0.181543,0.259229,0.082613,-0.209224,-0.614496,-0.478912,0.194543,0.357741,-0.565314,-0.838967,-0.067918,0.146598,-0.27615,-0.041509,-0.611419,-0.923297,-0.024758,0.221526,0.123905,0.257889,0.029865,0.434958,0.030575,0.138734,-0.965821,-0.410172,-0.448042,-0.266888,0.299009,0.462981,0.062995,0.074823,-0.150877,0.131122,-0.361688,0.108509,0.221697,0.116325,0.635156,0.38359,0.574882,-0.155722,-0.252968,0.293058,0.236515,-0.493355,0.137447,-0.130053,-0.280795,-0.026977,0.020726,0.283043,-0.050169,-0.241752,0.088186,0.2877,0.100397,0.512835,-0.484224,-0.473987,-0.632101,-0.583048,-0.169959,0.006034,-0.422566,-0.144695,-0.222999,0.092847,-0.186682,0.126506
0.289563,-0.205123,0.436069,0.211399,-0.516496,-0.019977,0.375034,0.21691,-0.54737,0.104578,-0.02132,0.278809,0.113774,0.080336,-0.373392,-0.300351,-0.457761,-0.743031,0.315898,0.139495,-0.036468,0.144103,0.023959,0.207485,-0.471058,-0.307057,-0.556306,-0.222961,-0.304045,-0.528163,-0.124144,0.30469,-0.29552,-0.154133,-0.936569,-1.394401,0.2829,0.58496,0.410596,0.490915,0.299107,0.449469,-0.089977,0.25551,-0.946834,-0.486865,-0.304039,0.084227,0.129839,0.458054,0.099313,0.34134,0.275323,0.672894,-0.034006,0.285818,-0.506157,-0.216965,0.349096,0.229262,-0.118446,0.015179,-0.53905,0.349038,-0.96224,-0.710336,-0.430685,-0.357433,-0.516852,-0.466434,0.045475,0.209016,0.143915,-0.202942,0.368104,0.08073,0.514854,0.542409,-0.730523,-0.42103,-0.606744,-0.716451,-0.366984,-0.414117,-0.538507,-0.430584,-0.450117,-0.296098,-0.297888,0.263078
-0.16974,-0.390072,-0.247258,0.139,-0.814608,-0.407368,-0.079672,0.346452,-0.817949,-0.555222,0.037353,0.383159,-0.064356,0.309907,-0.382347,-0.410837,0.097196,-0.43473,-0.112203,-0.103503,-0.487678,-0.317149,-0.522915,-0.237424,-0.919962,-0.553289,-0.980304,-0.949267,0.068484,-0.20709,-0.212239,-0.064736,-0.122007,-0.133362,-0.974717,-1.086572,0.317666,0.398699,0.24708,0.267851,0.223513,0.131273,0.123899,0.411001,-0.407981,-0.201696,0.469743,0.696343,0.177482,0.500963,0.497965,0.615421,0.760998,0.883693,0.515093,0.437715,-0.770397,-0.669791,-0.136709,-0.135617,-0.457165,0.11363,-0.261331,0.126948,-0.985472,-0.420775,-0.628825,-0.3504,-0.605387,-0.664645,-0.251009,-0.210794,0.211993,-0.276706,0.387477,-0.127944,0.614641,0.454353,-0.280331,0.037492,-0.159682,-0.314025,-0.520865,-0.46647,-0.36762,-0.210621,-0.356191,-0.460631,-0.300207,0.084506
-0.162504,-0.262605,-0.675358,-0.281459,-1.107834,-0.803975,-0.361248,-0.149679,-1.188057,-1.498363,0.322797,0.185761,0.006925,0.380513,-0.322609,-0.348024,1.077524,0.299239,0.01941,0.002813,-0.424782,-0.239823,-0.822957,-0.77358,-1.425855,-0.821175,-1.147877,-1.239529,0.768183,0.376394,0.178901,-0.227531,0.362736,0.340632,-0.748012,-0.145853,0.32433,-0.004808,0.1091,0.060772,0.593393,0.308097,0.637071,0.795865,0.402077,0.52829,0.979667,1.097267,0.25133,0.500439,0.348806,0.074705,0.288906,-0.026085,0.421319,0.103139,-0.133178,-0.646241,-0.522406,-0.711577,-0.670071,-0.582406,0.346947,0.094675,-0.564053,-0.654193,-0.246448,0.034582,-0.164747,-0.363939,-0.541986,-0.3457,0.292981,-0.052618,0.312197,0.07759,0.355458,0.30962,1.069047,0.645576,0.743551,0.562359,0.166905,0.519105,0.112478,0.203014,0.186051,-0.020676,-0.38389,-0.176853
-0.306658,-0.371598,-0.894302,-0.571116,-0.646644,-0.388474,-0.620437,-0.587667,-0.710083,-1.185357,0.286533,-0.01019,0.143254,0.200736,-0.047243,0.17737,1.095433,0.393598,-0.60259,-0.59311,0.088287,0.234271,-0.87685,-0.793773,-1.292017,-0.602389,-0.550413,-0.472403,0.78684,0.676895,0.229757,-0.162381,-0.086108,0.208859,-0.580546,0.486537,0.588873,0.004417,0.356696,0.125858,0.954679,0.872631,0.005348,-0.138988,0.376642,0.619277,0.310825,0.308046,0.362605,0.536788,0.027708,-0.238108,-0.211281,-0.697011,0.141237,-0.331558,0.130624,-0.193559,0.322788,0.498509,-0.33393,-0.494096,0.705812,0.234482,0.166847,-0.180747,0.286153,0.533811,-0.573542,-0.314798,-0.003033,0.102874,0.15896,0.343656,0.136063,0.284275,0.354689,0.492246,1.3381,0.406764,0.795021,0.698823,1.151491,1.646424,0.390541,0.229638,1.186092,0.761466,-0.193797,-0.330771
0.100649,0.350835,-0.454763,-0.255299,-0.099682,-0.334239,-0.289736,-0.510957,-0.355449,-0.857212,-0.057645,-0.02165,-0.02888,-0.163151,-0.130959,0.144008,0.560608,0.135171,-0.399788,-0.396465,0.542354,0.445627,-0.739922,-0.618157,-0.142233,-0.17571,0.159166,0.051562,0.607473,0.620971,0.160271,0.025933,0.211815,0.240413,0.041712,0.640948,0.530218,0.108485,0.15265,0.083758,0.683647,0.675575,-0.5347,-0.600998,-0.095424,0.017298,-0.160239,-0.25529,0.072337,-0.030236,-0.155507,-0.430566,-0.3697,-0.714179,-0.233043,-0.435194,0.582716,0.703962,0.746558,0.715757,0.076537,-0.032682,0.57631,0.462161,-0.225354,-0.347707,0.43823,0.478858,0.11725,0.10037,0.289214,0.141195,-0.005051,0.439588,0.033701,0.141205,0.34835,0.398071,0.804766,-0.108551,0.605247,0.367907,0.301009,1.093385,0.245623,-0.001694,0.419755,0.519497,-0.170656,-0.064975
0.052047,0.271327,-0.023322,-0.049551,0.434023,0.092123,0.008718,-0.329726,0.16585,0.021498,-0.382811,-0.323688,-0.211915,-0.406846,-0.128725,0.11801,-0.290952,-0.416761,-0.180666,-0.136294,0.50027,0.171584,-0.306927,-0.175923,1.067446,0.695917,0.356592,0.394726,0.082625,0.033133,0.163616,0.274867,0.558109,0.195166,0.731128,0.448942,0.179975,-0.01108,-0.047521,-0.154608,-0.12575,-0.347211,-0.290641,-0.413182,-0.041458,-0.330448,0.053264,0.05502,-0.424778,-0.390991,-0.060497,-0.224296,-0.146162,-0.179025,-0.199643,0.013722,0.298785,0.457777,0.175106,0.083736,-0.073024,0.013584,0.008265,0.078022,-0.297707,-0.341319,0.644422,0.358128,0.928202,1.162662,0.212021,-0.217867,-0.218019,0.092569,-0.191446,-0.056487,0.117888,-0.030231,-0.144219,-0.541639,0.131438,0.074761,-0.442539,-0.075498,0.026911,-0.024381,0.063557,0.079797,-0.251635,0.135453
-0.299122,-0.269673,0.046806,-0.438988,0.801905,0.131216,-0.171378,-0.602534,0.491262,0.127598,-0.24323,-0.414464,-0.52621,-0.414227,0.257675,-0.017646,-0.59143,-0.779007,0.108879,-0.01762,0.094086,-0.282299,-0.150309,-0.162517,1.21367,0.697188,0.349902,0.398832,-0.134471,-0.403835,0.110021,0.121786,0.438349,0.005009,0.379133,-0.066603,0.014623,-0.247426,-0.109993,-0.256703,-0.432167,-0.79284,0.058039,-0.308032,0.048793,-0.451203,0.091817,0.250999,-0.424877,-0.274655,0.220804,0.018397,0.214365,0.014433,0.021445,0.432072,-0.175746,-0.466513,0.167229,-0.031534,-0.21091,-0.355796,-0.207449,-0.279145,0.112666,-0.501356,0.656057,0.238906,1.430895,1.526072,-0.165115,-0.607534,-0.27705,-0.365808,-0.226667,-0.164409,0.027173,-0.239025,-0.508491,-0.995471,-0.029581,-0.147217,-0.368203,-0.376533,0.125671,0.006326,0.485566,0.302203,-0.214077,0.085158
-0.356226,-0.858918,0.19008,-0.576597,0.71921,0.483763,-0.244304,-0.703342,0.372139,0.1916,-0.283655,-0.427822,-0.616306,-0.277843,0.149362,0.132395,-0.125847,-0.573821,0.436808,0.038247,0.299803,0.194022,0.254588,0.151839,0.860462,0.690979,0.173783,0.615434,0.046776,-0.175673,0.441708,0.252414,0.224861,0.062787,-0.685733,-0.646931,0.092065,-0.167314,0.260036,0.045747,0.147112,-0.259926,0.246578,-0.253917,0.410693,-0.032222,-0.158901,0.17003,-0.211788,0.063333,-0.060588,-0.159173,-0.012046,-0.119868,-0.014494,0.314807,-0.255735,-1.233997,0.008133,-0.472457,-0.543717,-0.99705,-0.130734,-0.351622,0.07593,-0.941035,0.340411,-0.011693,1.015402,0.744803,-0.034192,-0.105086,-0.040256,-0.194123,0.033343,0.088602,0.03708,0.10746,0.183093,-0.615285,0.222901,0.055675,0.295083,0.438112,-0.159573,-0.134971,0.528425,0.451397,-0.301094,0.034828
-0.441874,-0.674754,-0.419914,-0.489956,0.583025,0.777459,-0.84147,-0.364405,0.332981,0.602595,-0.656493,0.059101,-0.744445,0.058922,0.000987,0.603713,0.386609,-0.025118,0.015722,-0.016434,0.486597,0.726491,-0.400529,-0.100747,0.077653,0.326398,0.145848,0.763816,-0.05987,0.388045,0.201171,0.15812,0.335718,0.114986,-1.091827,-0.49484,0.086589,0.119769,0.3815,0.330138,0.187079,0.457209,-0.143033,-0.494777,0.206317,0.303857,-0.523447,-0.338437,-0.22503,0.124157,-0.514215,-0.354528,-0.343013,-0.480472,-0.192554,-0.266196,0.084271,-0.507486,0.70057,0.801717,-0.475556,0.021678,0.080771,0.245888,-0.361208,-0.452278,0.209346,0.319698,0.531406,0.040776,0.138457,0.258341,-0.029952,0.252764,0.070328,0.094949,0.24379,0.60214,0.761987,-0.046743,0.452134,0.235024,0.817052,1.557003,-0.459965,-0.228445,0.614165,0.442678,-0.540982,-0.126959
-0.466453,-0.176731,-0.711549,0.09067,0.361362,0.756084,-0.914586,0.451282,0.24177,0.741373,-0.764148,0.621196,-0.643143,0.365738,-0.355041,0.5983,0.596787,0.642471,-0.396216,-0.058534,0.586608,0.915304,-0.632647,0.094527,0.522335,0.746293,0.343552,0.976044,-0.02499,0.898929,0.276181,0.626033,0.849212,0.486143,-0.020372,0.32793,-0.147912,0.292352,0.021797,0.213012,-0.328683,0.686056,-0.056258,-0.044228,0.004883,0.425554,-0.299067,-0.291428,-0.124186,0.108068,-0.717708,-0.304036,-0.592921,-0.566064,-0.116474,-0.454777,0.205874,0.385989,0.351606,1.03502,-0.711174,0.854007,-0.144492,0.460755,-1.093285,0.218332,0.085666,0.492533,-0.151678,-0.362637,0.186525,0.344513,-0.064185,0.618691,-0.060086,-0.02679,0.519225,0.76496,0.817142,0.735838,0.217211,0.278043,0.319783,1.404086,-0.885019,-0.300134,0.141875,0.053182,-0.795647,-0.263471
-0.56913,0.301741,-0.929317,0.176775,0.099143,0.233112,-1.037514,0.373065,0.139266,0.664691,-0.625505,0.291984,-0.581606,-0.073838,-0.303546,0.029038,0.042497,0.71971,-0.943033,-0.324816,-0.232835,0.316085,-0.834312,-0.244143,0.353983,0.41586,-0.088504,0.040079,-0.660195,0.236374,-0.446278,0.004488,0.484858,0.315971,1.158025,0.939862,-0.298561,0.267001,-0.309227,0.192532,-1.348912,-0.005598,0.242657,0.319711,0.467367,0.523526,0.401839,-0.081297,0.461194,0.217709,-0.023379,0.238003,0.078799,0.31846,0.350329,-0.038563,0.262481,1.06533,-0.017478,1.07425,-0.639843,0.999857,-0.448068,0.191993,-0.687346,0.889139,0.310656,0.622081,-0.37956,-0.380585,-0.267897,-0.008888,-0.671067,0.059103,-0.739961,-0.481667,0.508452,0.25149,-0.081545,0.650731,-0.348868,-0.013103,-0.19244,0.598432,-0.638787,-0.368052,0.358936,0.159973,-0.46876,-0.423424
0.128414,0.341683,-0.226828,-0.078666,-0.655246,-0.50273,-0.400849,-0.181833,-0.787986,-0.44909,0.050436,-0.343777,-0.319758,-0.749198,-0.356421,-0.724964,-0.191491,0.352739,-0.277158,-0.116182,-1.129828,-0.573391,-0.284326,-0.030381,-0.259342,-0.053193,-0.827256,-0.968677,-0.612326,-0.48832,-0.65202,-0.453252,-0.167361,0.089697,1.004159,0.699471,-0.171982,-0.155192,-0.474385,-0.07448,-1.033019,-0.536624,0.369422,0.156904,0.758579,0.272904,0.379783,-0.360761,1.312942,0.395861,0.633361,0.44547,0.49059,0.793726,0.443786,0.171198,0.414809,0.747783,0.185297,0.345409,0.16613,0.345331,-0.156206,-0.218233,0.572226,0.795547,0.592392,0.304667,-0.092444,0.350382,-0.730405,-0.229006,-0.843936,-0.504009,-0.910217,-0.684789,0.257512,-0.450857,-0.396523,0.350568,-0.447814,-0.367727,-0.544574,-0.558719,-0.139091,-0.582641,0.464224,0.161758,0.119556,-0.380503
0.241347,0.235469,0.283194,-0.034098,-0.928082,-0.74872,0.054654,-0.178936,-1.158764,-0.916115,0.160887,-0.405378,-0.123212,-0.619355,-0.443929,-0.791402,-0.379206,0.147028,0.280541,0.225951,-1.20868,-0.832629,0.059668,0.236377,-0.6767,-0.41323,-1.298212,-1.437381,-0.395047,-0.389271,-0.598863,-0.565492,-0.569079,-0.09927,0.118899,0.452933,0.099379,-0.230701,-0.45288,-0.120024,-0.053897,-0.32862,-0.006336,-0.521661,0.13221,0.01562,-0.339561,-1.010638,1.251111,0.271285,0.652018,0.341662,0.581984,0.905491,0.044342,-0.150018,0.021142,0.256018,0.296507,-0.294973,0.639167,0.251246,0.093255,-0.121486,1.090729,0.423471,0.47419,0.095855,-0.075608,0.992475,-0.472925,-0.10412,-0.642828,-0.461477,-0.419616,-0.513231,0.135918,-0.464159,-0.34523,0.334281,-0.373216,-0.317757,-0.893207,-1.311966,-0.087203,-0.861282,-0.243815,-0.562532,0.529206,-0.178977
0.033433,0.177891,0.262728,0.474328,-0.367031,-0.480586,0.361512,0.728093,-0.527199,-0.197248,0.039568,0.419788,0.112777,0.312377,-0.299659,-0.038428,-0.332333,0.027481,0.26431,0.367141,-0.408426,-0.334607,0.086149,0.539966,-0.480869,-0.258497,-0.755922,-0.90069,-0.117773,0.179694,-0.335463,-0.153245,-0.572791,-0.130601,-0.295513,0.386681,0.062781,-0.008346,-0.553675,-0.264981,0.303514,-0.258838,-0.571858,-0.865417,-1.281447,-0.53432,-0.632764,-1.014136,0.001128,-0.292805,0.145802,0.096602,0.276773,0.662159,-0.255766,-0.442187,-0.498773,-0.079263,-0.051664,-0.405036,0.666253,0.826526,-0.01384,0.241436,0.712118,0.570958,-0.271709,-0.23399,-0.51171,0.223853,0.064483,0.177617,-0.189124,-0.040785,-0.091449,-0.427274,-0.092476,0.009952,-0.190007,0.136787,-0.18253,-0.010831,-1.192492,-1.015342,-0.17704,-0.491158,-1.493606,-1.280178,0.596438,0.170447
-0.526118,-0.079275,0.158631,0.800823,-0.10784,-0.28512,0.556821,1.559662,0.261547,0.382728,-0.477419,0.573715,-0.014297,0.770575,-0.396712,0.198053,-0.502184,-0.07495,-0.049201,0.212244,0.149047,0.032948,-0.278735,0.401635,-0.364477,-0.311526,-0.489934,-0.529307,-0.278867,0.334572,-0.247091,0.184269,-0.377053,0.379512,0.521801,1.071437,-0.157395,0.071347,-0.571776,-0.594927,-0.361698,-0.518347,-0.480145,-0.287932,-1.061763,-0.186486,0.017588,-0.08193,-0.656874,-0.339962,-0.310406,0.000892,-0.40497,0.081527,-0.354145,-0.514986,-1.06866,-0.515222,-1.234724,-1.140069,0.054822,0.857957,-0.385231,0.352536,0.015697,0.577507,-0.884852,-0.075127,-1.134714,-0.52884,0.294992,0.19363,-0.120601,0.258734,-0.116051,-0.12325,0.240086,0.775664,-0.374479,-0.237242,-0.352162,0.017145,-1.736603,-1.246994,-0.560113,-0.28166,-2.443839,-2.259542,0.240053,0.149228
